,input,category,target_scores
3846,"Blu Horn Face Mask for Sports Large Reusable, Lightweight, Breathable-3 Pack",Safety Mask,"{'Brand': {'Blu Horn': 1}, 'Size': {'Large': 1}, 'Reusability': {'Reusable': 1}, 'Net content': {'3 Pack': 1}}"
3847,100% Mulberry Silk Face Mask with Filter Pocket Adjustable Ear Strap (Emerald Green),Safety Mask,"{'Material': {'100% Mulberry Silk': 1}, 'Layer': {'Filter Pocket': 1}, 'Closure type': {'Adjustable Ear Strap': 1}, 'Color': {'Emerald Green': 1}}"
3848,"Under Armour Adult Sports Mask , Pitch Gray (013)/Silver Chrome, X-Small/Small",Safety Mask,"{'Brand': {'Under Armour': 1}, 'Age range': {'Adult': 1}, 'Mask type': {'Sports Mask': 1}, 'Color': {'Pitch Gray (013)/Silver Chrome': 1}, 'Size': {'X-Small/Small': 1}}"
3849,"ABG Accessories Girls' 3-pack Kid Fashionable Protection, Reusable Fabric Face Mask Age 3-7, Unicorn Design",Safety Mask,"{'Brand': {'ABG Accessories': 1}, 'Gender': {""Girls'"": 1}, 'Layer': {'3-pack': 1}, 'Age range': {'Kid': 1}, 'Mask type': {'Fabric': 1}, 'Reusability': {'Reusable': 1}, 'Size': {'Age 3-7': 1}, 'Color': {'Unicorn Design': 1}}"
3850,"HALYARD FLUIDSHIELD 3 Fog-Free Procedure Mask, w/SO Soft Lining, 47147 (Box of 25)",Safety Mask,"{'Brand': {'HALYARD': 1}, 'Mask type': {'FLUIDSHIELD 3 Fog-Free Procedure Mask': 1}, 'Layer': {'w/SO Soft Lining': 1}, 'Net content': {'Box of 25': 1}}"
3851,"DXLOVER Face Masks, Disposable 3 Layer Face Mouth Cover Protection Mask, 50 Pack/Box",Safety Mask,"{'Brand': {'DXLOVER': 1}, 'Reusability': {'Disposable': 1}, 'Layer': {'3 Layer': 1}, 'Mask type': {'Mouth Cover Protection': 1}, 'Net content': {'50 Pack/Box': 1}}"
3852,"MCR Medical CPR Rescue Mask, Adult/Child Pocket Resuscitator, Hard Case with Wrist Strap",Safety Mask,"{'Brand': {'MCR Medical': 1}, 'Mask type': {'Pocket Resuscitator': 1}, 'Size': {'Adult/Child': 1}}"
3853,Sheal Colour Kids Disposable Face Masks (100 Pack) For Children,Safety Mask,"{'Brand': {'Sheal': 1}, 'Color': {'Colour': 1}, 'Age range': {'For Children': 1}, 'Reusability': {'Disposable': 1}, 'Net content': {'100 Pack': 1}}"
3854,"Auliné Collection Made in USA Cotton Fabric Washable Reusable Fashion Face Mask, Black 1 PK",Safety Mask,"{'Brand': {'Auliné Collection': 1}, 'Country': {'Made in USA': 1}, 'Material': {'Cotton Fabric': 1}, 'Reusability': {'Reusable': 1}, 'Mask type': {'Fashion': 1}, 'Color': {'Black': 1}, 'Net content': {'1 PK': 1}}"
3855,"Single Use Pullout Comfort Earloop Disposable Face Mask (Pack of 50), Blue - Latex Free",Safety Mask,"{'Reusability': {'Disposable': 1}, 'Closure type': {'Pullout Comfort Earloop': 1}, 'Net content': {'Pack of 50': 1}, 'Color': {'Blue': 1}, 'Specialty': {'Latex Free': 1}}"
3856,"Fashion Black Face Coverings Protective, Face Shield Reusable Washable Cotton Fabric (20PCS)",Safety Mask,"{'Color': {'Black': 1}, 'Mask type': {'Face Shield': 1}, 'Reusability': {'Washable': 1}, 'Material': {'Cotton Fabric': 1}, 'Net content': {'20PCS': 1}}"
3857,Weddingstar 3-Ply Adult Washable Cloth Face Mask Reusable and Adjustable with Filter Pocket - Music Notes,Safety Mask,"{'Brand': {'Weddingstar': 1}, 'Layer': {'3-Ply': 1}, 'Age range': {'Adult': 1}, 'Reusability': {'Reusable': 1}, 'Mask type': {'Cloth': 1}, 'Closure type': {'Adjustable': 1}, 'Color': {'Music Notes': 1}}"
3858,"Under Armour Adult Sports Mask , Pitch Gray (013)/Silver Chrome, Large/X-Large",Safety Mask,"{'Brand': {'Under Armour': 1}, 'Age range': {'Adult': 1}, 'Mask type': {'Sports': 1}, 'Color': {'Pitch Gray (013)/Silver Chrome': 1}, 'Size': {'Large/X-Large': 1}}"
3859,Weddingstar 3-Ply Adult Washable Cloth Face Mask Reusable and Adjustable with Filter Pocket - Simple Floral,Safety Mask,"{'Brand': {'Weddingstar': 1}, 'Layer': {'Filter Pocket': 1}, 'Age range': {'Adult': 1}, 'Reusability': {'Reusable': 1}, 'Mask type': {'Cloth': 1}, 'Closure type': {'Adjustable': 1}, 'Color': {'Simple Floral': 1}}"
3860,TCP Global Salon World Safety - Sealed Dispenser Box of 50 Black Face Masks Breathable Disposable 3-Ply Protective PPE with Nose Clip and Ear Loops,Safety Mask,"{'Brand': {'TCP Global Salon World Safety': 1}, 'Net content': {'50': 1}, 'Color': {'Black': 1}, 'Specialty': {'Breathable': 1}, 'Reusability': {'Disposable': 1}, 'Layer': {'3-Ply': 1}, 'Mask type': {'Protective PPE': 1}, 'Closure type': {'Nose Clip and Ear Loops': 1}}"
3861,"The Finest Life Silk Face Mask Reusable, Comfortable and Breathable | Adjustable Ear Loops | Adjustable Nose Wire (Champagne)",Safety Mask,"{'Brand': {'The Finest Life': 1}, 'Material': {'Silk': 1}, 'Reusability': {'Reusable': 1}, 'Specialty': {'Comfortable and Breathable': 1}, 'Closure type': {'Adjustable Nose Wire': 1}, 'Color': {'Champagne': 1}}"
3862,"10 Pack Printed Kids Face Protection with 30 Activated Carbon Filters, Fashionable Adjustable Face Cotton with Breathing Valves",Safety Mask,"{'Net content': {'30': 1}, 'Color': {'Printed': 1}, 'Age range': {'Kids': 1}, 'Layer': {'Activated Carbon Filters': 1}, 'Mask type': {'with Breathing Valves': 1}, 'Closure type': {'Adjustable': 1}, 'Material': {'Cotton': 1}}"
3863,"Cotton Face for Running,Traveling,Cycling Washable Reusable Windproof",Safety Mask,"{'Material': {'Cotton': 1}, 'Mask type': {'Windproof': 1}, 'Reusability': {'Reusable': 1}}"
3864,"GILL Mask | Eco-Friendly Reusable Half Mask Respirator | Adjustable Strap Dust Mask | Uses Your Own Disposable Face Mask as a Filter (Adult Regular, White)",Safety Mask,"{'Brand': {'GILL': 1}, 'Reusability': {'Eco-Friendly Reusable': 1}, 'Mask type': {'Dust Mask': 1}, 'Closure type': {'Adjustable Strap': 1}, 'Age range': {'Adult': 1}, 'Size': {'Regular': 1}, 'Color': {'White': 1}}"
3865,Weddingstar 3-Ply Adult Washable Cloth Face Mask Reusable and Adjustable with Filter Pocket - Black Modern Floral,Safety Mask,"{'Brand': {'Weddingstar': 1}, 'Layer': {'Filter Pocket': 1}, 'Age range': {'Adult': 1}, 'Reusability': {'Reusable': 1}, 'Mask type': {'Cloth': 1}, 'Closure type': {'Adjustable': 1}, 'Color': {'Black Modern Floral': 1}}"
3866,Weddingstar 3-Ply Kid's Washable Cloth Face Mask Reusable and Adjustable with Filter Pocket - Shark Tooth,Safety Mask,"{'Brand': {'Weddingstar': 1}, 'Layer': {'Filter Pocket': 1}, 'Age range': {""Kid's"": 1}, 'Reusability': {'Reusable': 1}, 'Mask type': {'Cloth': 1}, 'Closure type': {'Adjustable': 1}, 'Color': {'Shark Tooth': 1}}"
3867,"Lanier Wellness Kids 2-Layer Reusable Face Cover (Pack of 2), Blue/White",Safety Mask,"{'Brand': {'Lanier Wellness': 1}, 'Age range': {'Kids': 1}, 'Layer': {'2-Layer': 1}, 'Reusability': {'Reusable': 1}, 'Net content': {'Pack of 2': 1}, 'Color': {'Blue/White': 1}}"
3868,"ililily Cotton Double Layer Patterned Face Mask Washable Filter Lining Shield , Pink",Safety Mask,"{'Brand': {'ililily': 1}, 'Material': {'Cotton': 1}, 'Layer': {'Filter Lining Shield': 1}, 'Color': {'Pink': 1}, 'Reusability': {'Washable': 1}}"
3869,Kids Face Mask - 50 pack - Small Size Face Mask | Childrens Mask,Safety Mask,"{'Age range': {'Childrens': 1}, 'Net content': {'50 pack': 1}, 'Size': {'Small Size': 1}}"
3870,3-Layer Reusable Premium Quality Cotton Fabric Protective Covers (Mix1-5Pack),Safety Mask,"{'Layer': {'3-Layer': 1}, 'Reusability': {'Reusable': 1}, 'Material': {'Premium Quality Cotton': 1}, 'Mask type': {'Fabric Protective Covers': 1}, 'Net content': {'Mix1-5Pack': 1}}"
3871,"Gildan Adult Reusable 3-Layer Tie-On Cotton Face Mask (48 Pack), White (48 Pack), Adult: 6.5"" x 7"" (13"" straps)",Safety Mask,"{'Brand': {'Gildan': 1}, 'Age range': {'Adult': 1}, 'Reusability': {'Reusable': 1}, 'Layer': {'3-Layer': 1}, 'Closure type': {'Tie-On': 1}, 'Material': {'Cotton': 1}, 'Net content': {'48 Pack': 1}, 'Color': {'White': 1}, 'Size': {'Adult: 6.5"" x 7"" (13"" straps)': 1}}"
3872,"Medi+Sons Supply Washable 3 Layer Designer Women's Face Mask Covering, Designer Floral and Animal Patterns, 3 Pack",Safety Mask,"{'Brand': {'Medi+Sons Supply': 1}, 'Reusability': {'Washable': 1}, 'Layer': {'3 Layer': 1}, 'Mask type': {'Designer': 1}, 'Age range': {""Women's"": 1}, 'Color': {'Designer Floral and Animal Patterns': 1}, 'Net content': {'3 Pack': 1}}"
3873,"Comix Face-Mask with 3-Layer Black Disposable Face Masks, Pack of 50",Safety Mask,"{'Brand': {'Comix': 1}, 'Layer': {'3-Layer': 1}, 'Color': {'Black': 1}, 'Reusability': {'Disposable': 1}, 'Net content': {'Pack of 50': 1}}"
3874,"Black Face Mask, 5 Pcs Cloth Mask Cotton Face Masks Washable Reusable Fashion Protective Fabric Masks Outdoor for Adults Men Women Teens",Safety Mask,"{'Color': {'Black': 1}, 'Net content': {'5 Pcs': 1}, 'Mask type': {'Outdoor': 1}, 'Material': {'Cotton': 1}, 'Reusability': {'Reusable': 1}, 'Age range': {'Teens': 1}, 'Gender': {'Women': 1}}"
3875,"Breathe Healthy Adult Size Cloth Face Mask, Silver",Safety Mask,"{'Brand': {'Breathe Healthy': 1}, 'Size': {'Adult Size': 1}, 'Mask type': {'Cloth': 1}, 'Color': {'Silver': 1}}"
3876,"Blue Bear Protection Sports Mask, Sports Face Mask, Adjustable Face Mask Reusable, Washable Face Masks, Face Mask Sports (Pack of 1, Black)",Safety Mask,"{'Brand': {'Blue Bear Protection': 1}, 'Mask type': {'Sports': 1}, 'Closure type': {'Adjustable': 1}, 'Reusability': {'Washable': 1}, 'Net content': {'Pack of 1': 1}, 'Color': {'Black': 1}}"
3877,"Crayola Kids Face Mask - 5 Reusable Cloth Face Masks Set, Craymoji, Back to School Supplies",Safety Mask,"{'Brand': {'Crayola': 1}, 'Age range': {'Kids': 1}, 'Net content': {'5': 1}, 'Reusability': {'Reusable': 1}, 'Mask type': {'Cloth': 1}, 'Color': {'Craymoji': 1}}"
3878,"Adult/Child & Infant CPR Mask with 2 Valves & CPR Res-Cue Mask Key Chain, MCR Medical",Safety Mask,"{'Age range': {'Adult/Child & Infant': 1}, 'Mask type': {'CPR Mask with 2 Valves': 1}, 'Brand': {'MCR Medical': 1}}"
3879,STKYGOOD Baby Toothbrush Baby 360 Degree Toothbrush Silicone Toothbrush Teether Toddler Toothbrush Infant Toothbrush with Finger Toothbrush Replaceable Brush Head 2 Months-6 Years (Blue+Pink+Green),Toothbrush,"{'Brand': {'STKYGOOD': 1}, 'Age': {'2 Months-6 Years': 1}, 'Specialty': {'Finger Toothbrush': 1}, 'Material': {'Silicone': 1}, 'Color': {'Blue+Pink+Green': 1}}"
3880,"Colgate 360 Enamel Health Sensitive Toothbrush, Extra Soft Bristle Toothbrush for Sensitive Teeth and Gums - 2 Count",Toothbrush,"{'Brand': {'Colgate 360': 1}, 'Specialty': {'Enamel Health': 1}, 'Firmness': {'Extra Soft Bristle': 1}, 'Pack size': {'2 Count': 1}}"
3881,"Piave Golden Plated Toothbrush Tynex Bristle Medium, Gold",Toothbrush,"{'Brand': {'Piave': 1}, 'Color': {'Gold': 1}, 'Material': {'Tynex Bristle': 1}, 'Firmness': {'Medium': 1}}"
3882,EcoFrenzy - Kids Bamboo Toothbrush - Child Size Soft BPA Free Color Safe Bristles (4 Pack),Toothbrush,"{'Brand': {'EcoFrenzy': 1}, 'Age': {'Child Size': 1}, 'Material': {'Bamboo': 1}, 'Firmness': {'Soft': 1}, 'Specialty': {'BPA Free': 1}, 'Color': {'Color Safe': 1}, 'Pack size': {'4 Pack': 1}}"
3883,"Philips Sonicare Flexcare Plus Sonic Electric Rechargeable Toothbrush, HX6921/02",Toothbrush,"{'Brand': {'Philips Sonicare Flexcare Plus': 1}, 'Operation mode': {'Sonic Electric': 1}, 'Power source': {'Rechargeable': 1}}"
3884,"Philips Sonicare, DiamondClean Classic Rechargeable Electric Toothbrush Amethyst HX937171, Purple, 1 Count",Toothbrush,"{'Brand': {'Philips Sonicare': 1}, 'Specialty': {'Classic': 1}, 'Power source': {'Rechargeable': 1}, 'Operation mode': {'Electric': 1}, 'Color': {'Purple': 1}, 'Pack size': {'1 Count': 1}}"
3885,"RADIUS Children's Toothbrush Pure Brush Ultra Soft Clear 1 Unit, BPA Free and ADA Accepted, Designed for Delicate Teeth and Gums, for Kids 6 Months and Up",Toothbrush,"{'Brand': {'RADIUS': 1}, 'Age': {'Kids 6 Months and Up': 1}, 'Firmness': {'Ultra Soft': 1}, 'Color': {'Clear': 1}, 'Pack size': {'1 Unit': 1}, 'Specialty': {'ADA Accepted': 1}}"
3886,Colgate Kids Toothbrush for 2+ Years Extra Soft Bristles Assorted Colors and Packs 12 PACK,Toothbrush,"{'Brand': {'Colgate': 1}, 'Age': {'2+ Years': 1}, 'Firmness': {'Extra Soft Bristles': 1}, 'Color': {'Assorted Colors and Packs': 1}}"
3887,Brush with Bamboo Toothbrush with Plant-Based Bristles - 4 Pack,Toothbrush,"{'Brand': {'Brush with Bamboo': 1}, 'Material': {'Plant-Based Bristles': 1}, 'Pack size': {'4 Pack': 1}}"
3888,"Wowe Lifestyle Natural Organic Bamboo Toothbrush Eco-Friendly Wood, Ergonomic Biodegradable Handle, Soft BPA Free Bristles, Pack of 4",Toothbrush,"{'Brand': {'Wowe Lifestyle': 1}, 'Specialty': {'BPA Free': 1}, 'Material': {'Wood': 1}, 'Firmness': {'Soft': 1}, 'Pack size': {'Pack of 4': 1}}"
3889,"Arm & Hammer Spinbrush PRO+ Deep Clean Powered Toothbrush Replacement Brush Heads (Refills), Soft, 2 Count",Toothbrush,"{'Brand': {'Arm & Hammer Spinbrush PRO+': 1}, 'Specialty': {'Deep Clean': 1}, 'Operation mode': {'Powered': 1}, 'Firmness': {'Soft': 1}, 'Pack size': {'2 Count': 1}}"
3890,"Brush Buddies Peppa Pig Sonic Powered Toothbrush, Multicolor",Toothbrush,"{'Brand': {'Brush Buddies': 1}, 'Color': {'Multicolor': 1}, 'Operation mode': {'Sonic': 1}, 'Power source': {'Powered': 1}}"
3891,"Trueocity Baby Toothbrush 4 Pack & Bonus Silicone Finger Brush, Soft Bristles, Toddler Toothbrushes, Infant & Training w/ Teething Handle, 0-2 Years, Multi Color Set",Toothbrush,"{'Brand': {'Trueocity': 1}, 'Age': {'0-2 Years': 1}, 'Pack size': {'4 Pack': 1}, 'Material': {'Silicone': 1}, 'Specialty': {'Training': 1}, 'Firmness': {'Soft Bristles': 1}, 'Color': {'Multi Color Set': 1}}"
3892,Colgate Premier Classic Clean Medium Toothbrush (Card of 12),Toothbrush,"{'Brand': {'Colgate': 1}, 'Specialty': {'Premier Classic Clean': 1}, 'Firmness': {'Medium': 1}, 'Pack size': {'Card of 12': 1}}"
3893,"JoJo Siwa Brite Beatz Toothbrush Playing Light Up, Small, Music, 1 Count",Toothbrush,"{'Brand': {'JoJo Siwa Brite Beatz': 1}, 'Color': {'Light Up': 1}, 'Size': {'Small': 1}, 'Pack size': {'1 Count': 1}}"
3894,5 Pack Activated Charcoal Infused Toothbrush Ultra Soft Bristles - Naturally Whitening - Ergonomic Soft Touch Handle (Grey),Toothbrush,"{'Pack size': {'5 Pack': 1}, 'Specialty': {'Naturally Whitening': 1}, 'Firmness': {'Ultra Soft Bristles': 1}, 'Color': {'Grey': 1}}"
3895,"Colgate 360 Medium Toothbrush with Tongue and Cheek Cleaner, 6 Count",Toothbrush,"{'Brand': {'Colgate 360': 1}, 'Firmness': {'Medium': 1}, 'Pack size': {'6 Count': 1}}"
3896,"Philips Sonicare HX5611/01 Essence Rechargeable Electric Toothbrush, Mid-Blue",Toothbrush,"{'Brand': {'Philips Sonicare': 1}, 'Specialty': {'Essence': 1}, 'Power source': {'Rechargeable': 1}, 'Operation mode': {'Electric': 1}, 'Color': {'Mid-Blue': 1}}"
3897,"Doctor Plotka's Mouthwatchers Antimicrobial Floss Bristle Silver Toothbrush, Adult, 2 Pack",Toothbrush,"{'Brand': {""Doctor Plotka's Mouthwatchers"": 1}, 'Specialty': {'Antimicrobial Floss Bristle': 1}, 'Material': {'Silver': 1}, 'Age': {'Adult': 1}, 'Pack size': {'2 Pack': 1}}"
3898,"Philips Sonicare 2 Series plaque control rechargeable electric toothbrush, HX62/30, Blue/White",Toothbrush,"{'Brand': {'Philips Sonicare 2 Series': 1}, 'Specialty': {'plaque control': 1}, 'Power source': {'rechargeable': 1}, 'Operation mode': {'electric': 1}, 'Color': {'Blue/White': 1}}"
3899,"Colgate Plus Soft Toothbrushes with Tongue Cleaner, 6 Count",Toothbrush,"{'Brand': {'Colgate Plus': 1}, 'Firmness': {'Soft': 1}, 'Specialty': {'Tongue Cleaner': 1}, 'Pack size': {'6 Count': 1}}"
3900,"Biodegradable Bamboo Toothbrush by The Humble Co. (5pk) - Eco Friendly Toothbrushes for Sustainable Zero Waste Oral Care, BPA Free Soft Bristle Toothbrush (Kids Ultra Soft Bristles)",Toothbrush,"{'Specialty': {'BPA Free': 1}, 'Material': {'Bamboo': 1}, 'Brand': {'The Humble Co.': 1}, 'Pack size': {'5pk': 1}, 'Firmness': {'Ultra Soft Bristles': 1}, 'Age': {'Kids': 1}}"
3901,"Oral-B Pro-Health Toothbrush, Superior Clean, 4 Count",Toothbrush,"{'Brand': {'Oral-B': 1}, 'Specialty': {'Superior Clean': 1}, 'Pack size': {'4 Count': 1}}"
3902,"Colgate Extra Clean Full Head Toothbrush, Medium - 3 Count (Pack of 1)",Toothbrush,"{'Brand': {'Colgate Extra Clean': 1}, 'Specialty': {'Full Head Toothbrush': 1}, 'Firmness': {'Medium': 1}, 'Pack size': {'3 Count (Pack of 1)': 1}}"
3903,"Tom's of Maine Natural Toddler Training Toothpaste, Mild Fruit, 1 Count (Pack of 6)",Toothbrush,"{'Brand': {""Tom's of Maine"": 1}, 'Specialty': {'Natural': 1}, 'Age': {'Toddler': 1}, 'Pack size': {'1 Count (Pack of 6)': 1}}"
3904,"Colgate Extra Clean Full Head Toothbrush, Medium - 4 Count",Toothbrush,"{'Brand': {'Colgate Extra Clean': 1}, 'Size': {'Full Head': 1}, 'Firmness': {'Medium': 1}, 'Pack size': {'4 Count': 1}}"
3905,"Philips Sonicare HX3631/06 Powerup Battery Toothbrush, Medium, Scuba Blue",Toothbrush,"{'Brand': {'Philips Sonicare': 1}, 'Power source': {'Powerup Battery': 1}, 'Firmness': {'Medium': 1}, 'Color': {'Scuba Blue': 1}}"
3906,"Firefly Kids Toothbrush, Soft - Kylo Ren Lightsaber",Toothbrush,"{'Brand': {'Firefly': 1}, 'Age': {'Kids': 1}, 'Firmness': {'Soft': 1}, 'Color': {'Kylo Ren Lightsaber': 1}}"
3907,Arm & Hammer for Pets Dog Dental Care Fresh Breath Kit for Dogs,Toothbrush,"{'Brand': {'Arm & Hammer': 1}, 'Animal': {'for Dogs': 1}, 'Specialty': {'Fresh Breath Kit': 1}}"
3908,"Kids & Baby Toothbrush | 12 Bamboo Toothbrushes + Wood Holder | Wooden Biodegradable, BPA Free, Soft Bristles, Compostable, Eco Friendly",Toothbrush,"{'Age': {'Kids & Baby': 1}, 'Pack size': {'12': 1}, 'Material': {'Wooden': 1}, 'Specialty': {'Eco Friendly': 1}, 'Firmness': {'Soft Bristles': 1}}"
3909,Philips Sonicare HX9690/07 ExpertClean 7500 Bluetooth Rechargeable Electric Toothbrush Pink,Toothbrush,"{'Brand': {'Philips Sonicare': 1}, 'Specialty': {'Bluetooth': 1}, 'Power source': {'Rechargeable': 1}, 'Operation mode': {'Electric': 1}, 'Color': {'Pink': 1}}"
3910,"Oral-B Genius 6000 Electric Toothbrush, Orchid Purple",Toothbrush,"{'Brand': {'Oral-B': 1}, 'Specialty': {'Genius 6000': 1}, 'Operation mode': {'Electric': 1}, 'Color': {'Orchid Purple': 1}}"
3911,"Colgate Extra Clean Toothbrush, Full Head, Soft - 6 Count",Toothbrush,"{'Brand': {'Colgate': 1}, 'Specialty': {'Extra Clean': 1}, 'Size': {'Full Head': 1}, 'Firmness': {'Soft': 1}, 'Pack size': {'6 Count': 1}}"
3912,"Dr. Brown's Infant-to-Toddler Toothbrush Set, 1.4 Ounce, Pink",Toothbrush,"{'Brand': {""Dr. Brown's"": 1}, 'Age': {'Infant-to-Toddler': 1}, 'Specialty': {'Toothbrush Set': 1}, 'Color': {'Pink': 1}}"
3913,"RADIUS TOUR Travel Brush Toothbrush, Purple (TTB-143)",Toothbrush,"{'Brand': {'RADIUS TOUR': 1}, 'Specialty': {'Travel Brush': 1}, 'Color': {'Purple': 1}}"
3914,"Oral-B Healthy Clean Toothbrushes, Medium Bristles, 6 Count (Assorted colors)",Toothbrush,"{'Brand': {'Oral-B Healthy Clean': 1}, 'Firmness': {'Medium Bristles': 1}, 'Pack size': {'6 Count': 1}, 'Color': {'Assorted colors': 1}}"
3915,"ARM & HAMMER Spinbrush Pro-Clean Replacement Brush Heads, Medium 2 ea (Pack of 3)",Toothbrush,"{'Brand': {'ARM & HAMMER': 1}, 'Specialty': {'Spinbrush Pro-Clean': 1}, 'Firmness': {'Medium': 1}, 'Pack size': {'2 ea (Pack of 3)': 1}}"
3916,"Oral-B Gum Care Compact Toothbrush, Extra Soft, 2 Count",Toothbrush,"{'Brand': {'Oral-B': 1}, 'Specialty': {'Compact': 1}, 'Firmness': {'Extra Soft': 1}, 'Pack size': {'2 Count': 1}}"
3917,Pursonic S1 Portable UV Toothbrush Sanitizer,Toothbrush,"{'Brand': {'Pursonic': 1}, 'Specialty': {'Portable': 1}}"
3918,"Oral-B Pro-Health Stages Battery Powered Kids Toothbrush featuring Disney's Finding Dory, Extra Soft Bristles, 1 Count",Toothbrush,"{'Brand': {""Disney's"": 1}, 'Power source': {'Battery Powered': 1}, 'Age': {'Kids': 1}, 'Color': {'Finding Dory': 1}, 'Firmness': {'Extra Soft Bristles': 1}, 'Pack size': {'1 Count': 1}}"
3919,"Philips Sonicare ProtectiveClean 5100 Gum Health, Rechargeable electric toothbrush with pressure sensor, Black HX6850/60, 1 Count",Toothbrush,"{'Brand': {'Philips Sonicare': 1}, 'Specialty': {'Gum Health': 1}, 'Power source': {'Rechargeable': 1}, 'Operation mode': {'electric': 1}, 'Color': {'Black': 1}, 'Pack size': {'1 Count': 1}}"
3920,"Oral-B 7500 Power Rechargeable Electric Toothbrush with Replacement Brush Heads and Travel Case, Black",Toothbrush,"{'Brand': {'Oral-B 7500': 1}, 'Power source': {'Power Rechargeable': 1}, 'Operation mode': {'Electric': 1}, 'Color': {'Black': 1}}"
3921,"Oral-B Kids Electric Toothbrush Featuring Disney's Minnie Mouse, for Kids 6+",Toothbrush,"{'Brand': {""Disney's"": 1}, 'Age': {'Kids 6+': 1}, 'Operation mode': {'Electric': 1}, 'Color': {'Minnie Mouse': 1}}"
3922,"Philips Sonicare DiamondClean Smart 9300 Rechargeable Electric Toothbrush, Rose Gold HX9903/61",Toothbrush,"{'Brand': {'Philips Sonicare DiamondClean Smart 9300': 1}, 'Power source': {'Rechargeable': 1}, 'Operation mode': {'Electric Toothbrush': 1}, 'Color': {'Rose Gold': 1}}"
3923,"Manual Toothbrush Japanese Style Couple Toothbrush Adult Soft Bristle Love Theme with Tongue Clean Crystal Box,4pcs",Toothbrush,"{'Operation mode': {'Manual': 1}, 'Color': {'Love Theme': 1}, 'Age': {'Adult': 1}, 'Firmness': {'Soft Bristle': 1}, 'Pack size': {'4pcs': 1}}"
3924,"Oral-b Vitality Floss Action Rechargeable Power Toothbrush, Blue and White",Toothbrush,"{'Brand': {'Oral-b Vitality': 1}, 'Specialty': {'Floss Action': 1}, 'Power source': {'Rechargeable Power': 1}, 'Color': {'Blue and White': 1}}"
3925,"Oral-B GENIUS X Electric Toothbrush with 3 Oral-B Replacement Brush Heads and Toothbrush Case, Orchid Purple",Toothbrush,"{'Brand': {'Oral-B': 1}, 'Operation mode': {'Electric': 1}, 'Pack size': {'3': 1}, 'Color': {'Orchid Purple': 1}}"
3926,"Spinbrush PRO WHITEN Battery Powered Toothbrush, Medium Bristles, 1 Count, Rose Gold or Silver Color May Vary",Toothbrush,"{'Brand': {'Spinbrush': 1}, 'Specialty': {'PRO WHITEN': 1}, 'Power source': {'Battery Powered': 1}, 'Firmness': {'Medium Bristles': 1}, 'Pack size': {'1 Count': 1}, 'Color': {'Color May Vary': 1}}"
3927,"Colgate Extra Clean Full Head Toothbrush, Medium - 4 Count (Pack of 3)",Toothbrush,"{'Brand': {'Colgate': 1}, 'Specialty': {'Extra Clean': 1}, 'Size': {'Full Head': 1}, 'Firmness': {'Medium': 1}, 'Pack size': {'4 Count (Pack of 3)': 1}}"
3928,"FridaBaby SmileFrida The ToothHugger Toothbrush, Blue (017b)",Toothbrush,"{'Brand': {'FridaBaby SmileFrida': 1}, 'Specialty': {'The ToothHugger': 1}, 'Color': {'Blue': 1}}"
3929,Arm & Hammer Dog Dental Care Toothbrush & Cover for Small Dogs | Best Toothbrush with Cover for Small Breeds,Toothbrush,"{'Brand': {'Arm & Hammer': 1}, 'Animal': {'Small Breeds': 1}}"
3930,"Nano Toothbrush with Tongue and Cheek Cleaner - Soft (20 Count), Compact Head",Toothbrush,"{'Brand': {'Nano': 1}, 'Firmness': {'Soft': 1}, 'Pack size': {'20 Count': 1}, 'Size': {'Compact Head': 1}}"
3931,Curaprox Black is White Toothbrush Duo Pack,Toothbrush,"{'Brand': {'Curaprox': 1}, 'Color': {'Black is White': 1}, 'Pack size': {'Duo Pack': 1}}"
3932,"Philips Sonicare DiamondClean Smart 9500 Rechargeable Electric Toothbrush, Pink HX9924/21",Toothbrush,"{'Brand': {'Philips Sonicare DiamondClean Smart 9500': 1}, 'Power source': {'Rechargeable': 1}, 'Operation mode': {'Electric': 1}, 'Color': {'Pink': 1}}"
3933,"Philips Sonicare Healthywhite Plus Sonic Electric Rechargeable Toothbrush, Frustration Free Packaging, HX8911/305",Toothbrush,"{'Brand': {'Philips Sonicare Healthywhite Plus': 1}, 'Operation mode': {'Sonic Electric': 1}, 'Power source': {'Rechargeable': 1}}"
3934,"Oral-B Pro-Health All-in-One Toothbrush, 4 Count 40S",Toothbrush,"{'Brand': {'Oral-B': 1}, 'Specialty': {'Pro-Health All-in-One Toothbrush': 1}, 'Pack size': {'4 Count': 1}}"
3935,MIND UP Dog Mouth Toothbrush Small Head Regular Type,Toothbrush,"{'Brand': {'MIND UP': 1}, 'Specialty': {'Small Head Regular Type': 1}}"
3936,"Atomy Toothbrush, Pack of 8 Toothbrushes",Toothbrush,"{'Brand': {'Atomy': 1}, 'Pack size': {'Pack of 8': 1}}"
3937,"Oral-B Kids Electric Toothbrush with Coaching Pressure Sensor and Timer, New! Sparkle & Shine",Toothbrush,"{'Brand': {'Oral-B': 1}, 'Age': {'Kids': 1}, 'Operation mode': {'Electric': 1}, 'Color': {'Sparkle & Shine': 1}}"
