input,category,context,filter
"Arm & Hammer Plus OxiClean Odor Blasters Fresh Burst, 35 Loads Liquid Laundry Detergent, 61.25 Fl oz",Laundry Detergent,Laundry Detergent Fresh Burst 35 Loads 61.25 Fl oz,"['Brand:OxiClean', 'Specific uses:Odor Blasters', 'Item form:Liquid']"
"Purex 4-in-1 Laundry Detergent Pacs, Mountain Breeze, 58Count, Pack of 4, 232 Total Loads",Laundry Detergent,Laundry Detergent Purex Mountain Breeze 58Count  232 Total Loads,"['Specialty:4-in-1', 'Item form:Pacs', 'Pack size:Pack of 4']"
"Gain Liquid Laundry Detergent, Moonlight Breeze, 2 Count, 75 fl oz Each, 96 Total Loads",Laundry Detergent,"Laundry Detergent Moonlight Breeze 2 Count, 75 fl oz Each 96 Total Loads","['Brand:Gain', 'Item form:Liquid']"
"Mrs. Meyer's Clean Day Liquid Laundry Detergent, Cruelty Free and Biodegradable Formula, Basil Scent, 64 oz- Pack of 2",Laundry Detergent,Laundry Detergent,"[""Brand:Mrs. Meyer's Clean Day"", 'Item form:Liquid', 'Specialty:Biodegradable Formula', 'Scent:Basil Scent', 'Net content:64 oz', 'Pack size:Pack of 2']"
Shout Stain Remover Refill (128 oz),Laundry Detergent,Laundry Detergent Refill 128 oz,"['Brand:Shout', 'Specific uses:Stain Remover']"
MILLIARD Borax Powder - Pure Multi-Purpose Cleaner (2 lb.),Laundry Detergent,Laundry Detergent MILLIARD 2 lb,"['Item form:Borax Powder', 'Specialty:Pure', 'Specific uses:Multi-Purpose Cleaner']"
Good Natured Brand THE BEST All-Natural Eco-friendly Lavender and Eucalyptus Laundry Soda/Detergent 52 load bag 32 oz.,Laundry Detergent,Laundry Detergent Good Natured Brand Eco-friendly Lavender and Eucalyptus Laundry Soda/Detergent 52 load bag 32 oz,[]
"Gain flings! Liquid Laundry Detergent Pacs, Original, 35 count",Laundry Detergent,Laundry Detergent Gain flings! Liquid Laundry Detergent Pacs 35 count,['Scent:Original']
"Woolite Clean & Care Pacs, Laundry Detergent Pacs, 30 Count, for Standard and HE Washers, travel laundry packets",Laundry Detergent,Laundry Detergent Woolite Clean & Care travel laundry packets 30 Count for Standard and HE Washers,[]
"Method Laundry Detergent Packs, Free + Clear, 42 Count, 2 pack, Packaging May Vary",Laundry Detergent,Laundry Detergent,"['Brand:Method', 'Item form:Packs', 'Scent:Free + Clear', 'Net content:42 Count', 'Pack size:2 pack']"
"Gain Smart Pouch Liquid Laundry Detergent, Original, 48 Fluid Ounce (Pack of 3)",Laundry Detergent,Laundry Detergent 48 Fluid Ounce,"['Brand:Gain', 'Item form:Liquid', 'Scent:Original', 'Pack size:Pack of 3']"
"OxiClean Versatile Stain Remover Free, 3 lbs.",Laundry Detergent,Laundry Detergent 3 lbs,"['Brand:OxiClean', 'Specific uses:Versatile Stain Remover']"
"Amazon Brand - Solimo Concentrated Liquid Laundry Detergent, Fresh Scent, 128 loads, 96 Fl Oz",Laundry Detergent,Laundry Detergent,"['Brand:Amazon Brand - Solimo', 'Specialty:Concentrated', 'Item form:Liquid', 'Scent:Fresh Scent', 'Load size:128 loads', 'Net content:96 Fl Oz']"
"Amazon Brand - Solimo Laundry Detergent Pacs, Fresh Scent, 120 count",Laundry Detergent,Laundry Detergent 120 count,"['Brand:Amazon Brand - Solimo', 'Item form:Pacs', 'Scent:Fresh Scent']"
OxiClean Max Force Laundry Stain Remover Spray 12 Ounce (Pack of 3),Laundry Detergent,Laundry Detergent Max Force 12 Ounce,"['Brand:OxiClean', 'Specific uses:Stain Remover', 'Item form:Spray', 'Pack size:Pack of 3']"
"Purex Liquid Laundry Detergent with Crystals Fragrance, Fresh Lavender Blossom, 150 Fluid Ounces, 115 Loads",Laundry Detergent,Laundry Detergent Crystals Fresh Lavender Blossom 115 Loads,"['Item form:Liquid', 'Net content:150 Fluid Ounces']"
"Persil Liquid Laundry Detergent, ProClean Intense Fresh, 2X Concentrated, 110 Loads",Laundry Detergent,Laundry Detergent,"['Brand:Persil', 'Item form:Liquid', 'Specialty:2X Concentrated', 'Scent:Intense Fresh', 'Load size:110 Loads']"
OxiClean Gel Sticks - 6.2 oz - 2 pk,Laundry Detergent,Laundry Detergent Gel Sticks 6.2 oz,"['Brand:OxiClean', 'Pack size:2 pk']"
Incredible Inc. Cleaner; Stain Remover; Deodorizer 16 Oz (2 Pack),Laundry Detergent,Laundry Detergent Incredible Inc. 16 Oz 2 Pack,['Specific uses:Deodorizer']
"Seventh Generation Liquid Laundry Detergent, Fresh Citrus scent, 50 oz, 33 Loads (Packaging May Vary)",Laundry Detergent,Laundry Detergent Fresh Citrus scent 50 oz 33 Loads,"['Brand:Seventh Generation', 'Item form:Liquid']"
"Arm & Hammer Sensitive Skin Free & Clear, 140 Loads Liquid Laundry Detergent, 210 Fl oz",Laundry Detergent,Laundry Detergent 140 Loads 210 Fl oz,"['Brand:Arm & Hammer', 'Skin type:Sensitive Skin', 'Scent:Free & Clear', 'Item form:Liquid']"
Tyler Candle Glamorous Wash Diva Half Gallon (64 OZ) Laundry Detergent/with Glamorous Sachet Single Pouch,Laundry Detergent,Laundry Detergent Tyler Candle Glamorous Wash Diva Half Gallon (64 OZ) Glamorous Sachet Single Pouch,[]
"Arm & Hammer Plus OxiClean Odor Blasters Fresh Burst, 70 Loads Laundry Detergent, 122.5 Fl oz",Laundry Detergent,Laundry Detergent Arm & Hammer Plus OxiClean Fresh Burst 122.5 Fl oz,"['Specific uses:Odor Blasters', 'Load size:70 Loads']"
"OxiClean Versatile Stain Remover Powder, 5 lbs.",Laundry Detergent,Laundry Detergent 5 lbs,"['Brand:OxiClean', 'Specific uses:Versatile Stain Remover', 'Item form:Powder']"
"OxiClean MaxForce Laundry Stain Remover Spray, 12 Fl. oz.",Laundry Detergent,Laundry Detergent MaxForce 12 Fl. oz,"['Brand:OxiClean', 'Specific uses:Stain Remover', 'Item form:Spray']"
"Biokleen Free & Clear Natural Laundry Detergent - 150 Loads - Powder, Concentrated, Eco-Friendly, Plant-Based, No Artificial Fragrance or Preservatives, Free & Clear",Laundry Detergent,Laundry Detergent Biokleen No Artificial Fragrance or Preservatives 150 Loads,"['Scent:Free & Clear', 'Item form:Powder']"
"Seventh Generation Laundry Detergent, Free & Clear, 100 oz",Laundry Detergent,Laundry Detergent,"['Brand:Seventh Generation', 'Scent:Free & Clear', 'Net content:100 oz']"
"Tide Mountain Spring He Turbo Powder Laundry Detergent 68 Loads, Ultra Mountain Powder, 95 Ounce",Laundry Detergent,Laundry Detergent Ultra Mountain He Turbo 68 Loads,"['Brand:Tide', 'Item form:Powder', 'Net content:95 Ounce']"
"Whole Foods Market, Organic Laundry Detergent (33 HE Loads), Unscented, 50 Fl Oz",Laundry Detergent,Laundry Detergent Whole Foods Market Organic 33 HE Loads Unscented 50 Fl Oz,[]
"EARTHBORN ELEMENTS Borax Powder (2 Lbs) Multipurpose Cleaner & Detergent Booster, Resealable Tub",Laundry Detergent,Laundry Detergent EARTHBORN ELEMENTS Resealable Tub 2 Lbs,['Specific uses:Detergent Booster']
"GAIN Original Scent Powder Laundry Detergent, 16 Oz/Box",Laundry Detergent,Laundry Detergent GAIN 16 Oz/Box,"['Scent:Original Scent', 'Item form:Powder']"
"Persil ProClean Liquid Laundry Detergent, Original, 150 Fluid Ounces, 96 Loads",Laundry Detergent,Laundry Detergent,"['Brand:Persil', 'Specialty:ProClean', 'Item form:Liquid', 'Scent:Original', 'Net content:150 Fluid Ounces', 'Load size:96 Loads']"
"Tide Liquid Laundry Detergent with a Touch of Downy, April Fresh, 59 Loads 92 fl oz",Laundry Detergent,Laundry Detergent Downy April Fresh 59 Loads 92 fl oz,['Item form:Liquid']
"Amazon Brand - Solimo Amazon Brand Laundry Detergent Pacs, Fresh Scent, 72 Count",Laundry Detergent,Laundry Detergent Amazon Brand,"['Item form:Pacs', 'Scent:Fresh Scent', 'Net content:72 Count']"
"Mrs. Meyer's Clean Day Liquid Laundry Detergent, Cruelty Free and Biodegradable Formula, Lemon Verbena Scent, 64 oz",Laundry Detergent,Laundry Detergent,"[""Brand:Mrs. Meyer's Clean Day"", 'Item form:Liquid', 'Specialty:Biodegradable Formula', 'Scent:Lemon Verbena Scent', 'Net content:64 oz']"
"Indigo Wild Zum Clean Laundry Soap Frankincense Myrrh,64 fl oz",Laundry Detergent,Laundry Detergent Indigo Wild Zum Clean Frankincense Myrrh 64 fl oz,[]
"Woolite Gentle Cycle Liquid Laundry Detergent, 66 Loads, Regular & HE Washers, Sparkling Falls Scent (Pack of 2)",Laundry Detergent,Laundry Detergent Woolite Gentle Cycle Regular & HE Washers Sparkling Falls Scent,"['Item form:Liquid', 'Load size:66 Loads', 'Pack size:Pack of 2']"
"Seventh Generation Laundry Stain Remover, Free & Clear, Unscented, 16 Fl Oz",Laundry Detergent,"Laundry Detergent Free & Clear, Unscented 16 Fl Oz","['Brand:Seventh Generation', 'Specific uses:Stain Remover']"
"Dreft Blissfuls in-Wash Scent Booster Beads, Baby Fresh, 14.8 Ounce",Laundry Detergent,Laundry Detergent Dreft Blissfuls in-Wash Scent Booster Baby Fresh 14.8 Ounce,['Item form:Beads']
Attitude Little Ones Fragrance Free Laundry Detergent 35.5 Fluid Ounce,Laundry Detergent,Laundry Detergent Attitude Little Ones 35.5 Fluid Ounce,['Scent:Fragrance Free']
"Gain Joyful Expressions 2X Liquid Detergent-Apple Mango Tango-100 oz, 48 Loads",Laundry Detergent,Laundry Detergent Gain Joyful Expressions Apple Mango Tango 48 Loads,"['Item form:Liquid', 'Net content:100 oz']"
"Dreft Stain Remover, 24 Ounce (Pack of 2) + Dreft Stain Pen",Laundry Detergent,Laundry Detergent Dreft Stain 24 Ounce Pen,['Pack size:Pack of 2']
"Grab Green Stoneworks Natural Laundry Detergent Powder Pods, Oak Tree, 50 Loads",Laundry Detergent,Laundry Detergent Grab Green Stoneworks Powder Pods Oak Tree,"['Specialty:Natural', 'Load size:50 Loads']"
"Purex 06354 Concentrate Liquid Laundry Detergent, 5 gal Capacity, Mountain Breeze, Pail, Blue",Laundry Detergent,Laundry Detergent Purex Concentrate Pail 5 gal Capacity Mountain Breeze,['Color:Blue']
Shout Stain Remover Liquid Refill - 60 oz - 2 pk,Laundry Detergent,Laundry Detergent Liquid Refill 60 oz,"['Brand:Shout', 'Specific uses:Stain Remover', 'Pack size:2 pk']"
"365 by Whole Foods Market, Concentrated Laundry Detergent (66 HE Loads), Lavender Citrus, 1 Fl Oz",Laundry Detergent,Laundry Detergent 365 by Whole Foods Market 66 HE Loads Lavender Citrus 1 Fl Oz,['Specialty:Concentrated']
Shout Laundry Stain Remover Trigger Spray - 22 oz - 2 pk,Laundry Detergent,Laundry Detergent Trigger Spray,"['Brand:Shout', 'Specific uses:Stain Remover', 'Net content:22 oz', 'Pack size:2 pk']"
"Oil Vanish 8805-032 Vanish Oil Stain Remover, Clear",Laundry Detergent,Laundry Detergent Oil Vanish Vanish Oil Stain Remover,['Color:Clear']
"Zote Laundry Soap Flakes, 17.6 oz, Pack of 6",Laundry Detergent,Laundry Detergent Zote 17.6 oz Pack of 6,['Item form:Flakes']
MILLIARD Borax Powder - Pure Multi-Purpose Cleaner (1 lb.),Laundry Detergent,Laundry Detergent MILLIARD 1 lb,"['Item form:Borax Powder', 'Specialty:Pure', 'Specific uses:Multi-Purpose Cleaner']"
"Method Laundry Detergent, Ginger Mango, 53.5 Ounces, 66 Loads",Laundry Detergent,Laundry Detergent Ginger Mango 53.5 Ounces,"['Brand:Method', 'Load size:66 Loads']"
Tyler Candle Company Tyler Candle Co High Maintenance Glamorous Wash,Laundry Detergent,Laundry Detergent Glamorous Wash High Maintenance,[]
"Ivory Snow Liquid Laundry Detergent, 25 Ounces, 16 Loads",Laundry Detergent,Laundry Detergent Ivory Snow 25 Ounces 16 Loads,['Item form:Liquid']
"Mrs. Meyer's Clean Day Liquid Laundry Detergent, Cruelty Free and Biodegradable Formula Infused with Essential Oils, Lemon Verbena Scent, 64 oz - Pack of 2 (128 Loads)",Laundry Detergent,Laundry Detergent Infused with Essential Oils,"[""Brand:Mrs. Meyer's Clean Day"", 'Item form:Liquid', 'Scent:Lemon Verbena Scent', 'Net content:64 oz', 'Pack size:Pack of 2', 'Load size:128 Loads']"
"Tide Laundry Detergent with Bleach Powder, Orange, Original, 95 Ounce",Laundry Detergent,Laundry Detergent with Bleach,"['Brand:Tide', 'Item form:Powder', 'Color:Orange', 'Scent:Original', 'Net content:95 Ounce']"
"ABG Accessories Boys' 3-pack Fashionable Protection, Reusable Fabric Face Age 3-7 masks for kids, Smile Design",Safety Mask,Safety Mask Fashionable Protection Fabric Smile Design,"['Brand:ABG Accessories', ""Gender:Boys'"", 'Net content:3-pack', 'Reusability:Reusable', 'Age range:kids']"
"Contraband Sports 13019 Sport Face Cover / Sport Mask - Nylon/Spandex Washable & Breathable - 6 Colors - (SOLD AS A SET) (Blue 4pk, OSFA)",Safety Mask,Safety Mask Contraband Sports Sport Face Cover / Sport Mask Nylon/Spandex 4pk,"['Reusability:Washable', 'Specialty:Breathable', 'Color:Blue', 'Size:OSFA']"
BASE CAMP M Plus Dust Face Mask 1 Pack for Woodworking Construction Mowing Sanding Gardening Cleaning Painting Sawing and Grinding,Safety Mask,Safety Mask BASE CAMP Dust 1 Pack,['Certified grade:M Plus']
SfAVEreak Disposable Face Mask 50Pcs Grey,Safety Mask,Safety Mask SfAVEreak 50Pcs Grey,['Reusability:Disposable']
"WeCare Kids Disposable Face Masks, 50 Pack Variety Colors, Individually Wrapped",Safety Mask,Safety Mask 50 Pack Variety Colors,"['Brand:WeCare', 'Age range:Kids', 'Reusability:Disposable', 'Package type:Individually Wrapped']"
"Perry Ellis Reusable Rounded Woven Fabric Face Masks (Pack of 3, Prints and Colors), Assorted Light Gingham, One Size",Safety Mask,Safety Mask Assorted Light Gingham Prints and Colors,"['Brand:Perry Ellis', 'Reusability:Reusable', 'Net content:Pack of 3', 'Size:One Size']"
"EnerPlex Youth/Adult 3-Ply Face Mask Medium, Comfortable and Breathable Non-Surgical Safety Mask, Machine Washable, Reusable Masks (3-Pack) - Black",Safety Mask,Safety Mask EnerPlex Non-Surgical Safety,"['Age range:Youth/Adult', 'Layer:3-Ply', 'Size:Medium', 'Specialty:Comfortable and Breathable', 'Reusability:Reusable', 'Net content:3-Pack', 'Color:Black']"
3M 07192 Paint Spray Resp. Medium,Safety Mask,Safety Mask 3M Paint Spray Resp,['Size:Medium']
"Comix Disposable Face-Mask Black, Pack of 100 L707AS",Safety Mask,Safety Mask Pack of 100,"['Brand:Comix', 'Reusability:Disposable', 'Color:Black']"
TCP Global Salon World Safety - Face Masks 3 Boxes (150 Masks) Breathable Disposable 3-Ply Protective PPE with Nose Clip and Ear Loops,Safety Mask,Safety Mask TCP Global 3 Boxes (150 Masks),"['Mask type:Protective PPE', 'Specialty:Breathable', 'Reusability:Disposable', 'Layer:3-Ply', 'Closure type:Nose Clip and Ear Loops']"
"unik Multi Variety Pack Cloth Face Covers, 3 Pack, Filter Pockets, 100% Cotton, 2 layer, Washable, Reusable adult face cover, Olive Paradise/Blue Gem/ Five Pedals-Adult Size",Safety Mask,Safety Mask unik Olive Paradise/Blue Gem/ Five Pedals 2 layer,"['Mask type:Cloth', 'Net content:3 Pack', 'Material:100% Cotton', 'Reusability:Washable, Reusable', 'Age range:adult', 'Size:Adult Size']"
Pink Princess First Communion Face Mask - 100% Cotton Lining Face Cover - Made in USA (Cotton),Safety Mask,Safety Mask,"['Brand:Pink Princess', 'Color:First Communion', 'Material:Cotton', 'Country:Made in USA']"
"kensie Women's 2-Piece Face Mask Set, Tye Dye Ombre, Standard",Safety Mask,Safety Mask kensie 2-Piece Tye Dye Ombre,"[""Gender:Women's"", 'Size:Standard']"
"3 Pack White Unisex Pleated Reusable Fabric Face Mask with Adjustable Elastic, 2 Layer, Washable Nose Wire",Safety Mask,Safety Mask,"['Net content:3 Pack', 'Color:White', 'Gender:Unisex', 'Mask type:Fabric', 'Reusability:Washable', 'Closure type:Nose Wire', 'Layer:2 Layer']"
Buttonsmith Black Adult Cotton Adjustable Face Mask - Made in the USA,Safety Mask,Safety Mask Buttonsmith,"['Color:Black', 'Age range:Adult', 'Material:Cotton', 'Closure type:Adjustable', 'Country:Made in the USA']"
Bigox Face Mask Black 50Pcs,Safety Mask,Safety Mask Bigox 50Pcs,['Color:Black']
TCP Global Salon World Safety - Sealed Dispenser Box of 50 Face Masks Breathable Disposable 3-Ply Protective PPE with Nose Clip and Ear Loops,Safety Mask,Safety Mask TCP Global Salon World Safety,"['Package type:Sealed Dispenser Box', 'Net content:50', 'Specialty:Breathable', 'Reusability:Disposable', 'Layer:3-Ply', 'Mask type:Protective PPE', 'Closure type:Nose Clip and Ear Loops']"
GelConnie Steampunk Leather Mask Paintball Motorcycle Biker Half Face Cosplay Mask Wind Protective Anti-Dust Outdoor Sports Mask for Cosplay Party Props,Safety Mask,Safety Mask GelConnie Steampunk Leather Wind Protective Anti-Dust Outdoor Sports,[]
Sparkly Rhinestone Mesh Face Mask for Women Crystal Masquerade Face Masks Halloween Party for Girls (Colorful Rhinestone-1pcs),Safety Mask,Safety Mask Rhinestone Colorful 1pcs,['Gender:Girls']
Swiss Eagle MULTICOLOUR Cotton Respirator 6 Layer Reusable Outdoor Face Mask (PACK OF 4) (Black Grey Brown Royal Blue),Safety Mask,Safety Mask Swiss Eagle Black Grey Brown Royal Blue Outdoor 6 Layer PACK OF 4,"['Material:Cotton', 'Reusability:Reusable']"
"50pcs Boxed Disposable Face Mask,Soft 3 Ply Safety Mask,Mouth Cover - White",Safety Mask,Safety Mask Soft 3 Ply,"['Net content:50pcs', 'Package type:Boxed', 'Reusability:Disposable', 'Mask type:Mouth Cover', 'Color:White']"
4 Pack Cotton Mouth Face Masks Mouth Cover for Men and Women (Black),Safety Mask,Safety Mask 4 Pack,"['Material:Cotton', 'Mask type:Mouth Cover', 'Gender:Men and Women', 'Color:Black']"
5 pcs Fashion Protective Unisex Black Dust Cotton Washable Reusable Cotton Fabric,Safety Mask,Safety Mask 5 pcs,"['Mask type:Fashion Protective', 'Gender:Unisex', 'Color:Black Dust', 'Material:Cotton Fabric', 'Reusability:Reusable']"
"Washable Face Mask with Adjustable Ear Loops & Nose Wire - 3 Layers, 100% Cotton Inner Layer - Cloth Reusable Face Protection with Filter Pocket- (Teal Multicolor Butterfly)",Safety Mask,Safety Mask Teal Multicolor Butterfly,"['Reusability:Reusable', 'Closure type:Adjustable Ear Loops & Nose Wire', 'Layer:Filter Pocket', 'Material:100% Cotton', 'Mask type:Cloth']"
"Lacoste RF6100-51 Unisex Adult Lacoste Cotton PiquÃ Face Mask Bandana, Black 3-pack, ONE SIZE US",Safety Mask,Safety Mask Lacoste Bandana ONE SIZE,"['Certified grade:RF6100-51', 'Gender:Unisex', 'Age range:Adult', 'Material:Cotton', 'Color:Black', 'Net content:3-pack', 'Country:US']"
"Jointown Face Mask, Pack of 50 (5081)",Safety Mask,Safety Mask Jointown,['Net content:Pack of 50']
"PALE MALE BOX FABRIC FACE MASKS Water Repellent Pleated Style with/without Nose wire (FLORAL:BLUE, BLACK,PINK(Medium))",Safety Mask,"Safety Mask with/without Nose wire FLORAL:BLUE, BLACK,PINK","['Brand:PALE MALE BOX', 'Material:FABRIC', 'Mask type:Water Repellent Pleated Style', 'Size:Medium']"
"Hanes Reusable Cotton Face Mask, White / Cream, (Pack of 50)",Safety Mask,Safety Mask Hanes White / Cream,"['Reusability:Reusable', 'Material:Cotton', 'Net content:Pack of 50']"
"No Nonsense unisex adult Antimicrobial Reusable Ear Loop Face Mask (Pack of 5) Handkerchief, Black/Black/Navy/Navy/Grey, US",Safety Mask,Safety Mask No Nonsense Handkerchief Ear Loop Pack of 5 Black/Black/Navy/Navy/Grey,"['Gender:unisex', 'Age range:adult', 'Reusability:Reusable', 'Country:US']"
"Cloth Face Mask for Protection with BFE99 Built-In Filters; Washable, Reusable & Size-Adjustable for Men & Women 4 Pcs Assorted Colors (Adult)",Safety Mask,Safety Mask Protection Built-In Filters Size-Adjustable 4 Pcs Assorted Colors,"['Certified grade:BFE99', 'Reusability:Reusable', 'Gender:Men & Women', 'Age range:Adult']"
"Mouth Mask,Aniwon 3 Pack Anti Dust Pollution Mask with 6 Pcs Activated Carbon Filter Insert Fashion Cotton Face Mask PM2.5 Dust Mask for Men Women",Safety Mask,Safety Mask Aniwon 6 Pcs Dust Activated Carbon Filter Insert,"['Material:Cotton', 'Certified grade:PM2.5', 'Gender:Women']"
"ABG Accessories Boys' 3-pack Fashionable Protection, Reusable Fabric Face Age 3-7 masks for kids, Cat Design",Safety Mask,Safety Mask Cat Design,"['Brand:ABG Accessories', ""Gender:Boys'"", 'Net content:3-pack', 'Mask type:Fabric', 'Reusability:Reusable', 'Age range:kids']"
"California Design Den Face Mask, 100% Mulberry Silk Cloth Face Masks, 3 Layer Protection with 2 Cotton Layers & 1 Inner Silk Layer, S/M Size, Pack of 3 Masks for Women, Men, Multicolor",Safety Mask,Safety Mask California Design Den 3 Layer Protection with 2 Cotton Layers & 1 Inner Silk Layer S/M Size,"['Material:100% Mulberry Silk', 'Mask type:Cloth', 'Net content:Pack of 3', 'Gender:Women, Men', 'Color:Multicolor']"
"Kids Face Mask Washable Reusable,cotton Face Cover Adjustable,Childrens Two-layer Lightweight Breathable Face Mask (10 PCS)",Safety Mask,Safety Mask cotton Two-layer 10 PCS,"['Age range:Childrens', 'Reusability:Reusable', 'Closure type:Adjustable', 'Specialty:Lightweight Breathable']"
"Masker-AID: 3 Layer Cotton, Reusable, Reversible, Breathable, Unisex Adult Face Mask (Over Head M/L/XL, Charcoal)",Safety Mask,Safety Mask Masker-AID Over Head M/L/XL Charcoal,"['Layer:3 Layer', 'Material:Cotton', 'Reusability:Reusable', 'Specialty:Breathable', 'Gender:Unisex', 'Age range:Adult']"
Black Outdoor Motorcycle Face Mask By Indie Ridge - Ski Snowboard Seamless Headwear,Safety Mask,Safety Mask Indie Ridge,"['Color:Black', 'Mask type:Seamless Headwear']"
Pink Princess First Communion Face Mask - 100% Cotton Lining Face Cover - Made in USA (Lace),Safety Mask,Safety Mask,"['Brand:Pink Princess', 'Color:First Communion', 'Material:Lace', 'Country:Made in USA']"
"20PC Reusable Cotton Fabric，Fashion Protective, Unisex Black Dust Cotton, Washable",Safety Mask,Safety Mask 20PC,"['Reusability:Washable', 'Material:Cotton', 'Mask type:Protective', 'Gender:Unisex', 'Color:Black Dust']"
"CPR Mask for Pocket or Key Chain, CPR Emergency Face Shield with One-Way Valve Breathing Barrier for First Aid or AED Training, Archer MedTech (6)",Safety Mask,Safety Mask CPR Emergency Face Shield with One-Way Valve Breathing Barrier for First Aid or AED Training Archer MedTech 6,[]
"OUBA 6 Pack Glasses Style Visor Transparent Anti-Fog Layer Anti Air Dust Cover,Unisex Mouth Cover, Fashion Protective for Men Women",Safety Mask,Safety Mask OUBA Anti Air Dust Cover,"['Net content:6 Pack', 'Mask type:Fashion Protective', 'Gender:Women']"
"Perry Ellis Reusable Pleated Woven Fabric Face Masks (Pack of 3, Prints and Colors), Assorted Solid End-On-End, One Size",Safety Mask,Safety Mask Pleated End-On-End Assorted Solid,"['Brand:Perry Ellis', 'Reusability:Reusable', 'Net content:Pack of 3', 'Size:One Size']"
Tommie Copper 2-Pack Community Wear Face Masks - Black and Slate Grey,Safety Mask,Safety Mask Tommie Copper Community Wear Black and Slate Grey,['Net content:2-Pack']
Indotribe 3D Anti Fogging Cloth Face Mask With Nose Wire & Adjustable Earloops,Safety Mask,Safety Mask Indotribe Nose Wire & Adjustable Earloops,"['Specialty:Anti Fogging', 'Mask type:Cloth']"
PALE MALE BOX FABRIC FACE MASKS Water Repellent Pleated Style Nose Wire (FLORAL:NAVY-BLUE-PINK),Safety Mask,Safety Mask FLORAL:NAVY-BLUE-PINK,"['Brand:PALE MALE BOX', 'Material:FABRIC', 'Mask type:Water Repellent Pleated Style', 'Closure type:Nose Wire']"
"Washable Face Mask with Adjustable Ear Loops & Nose Wire - 3 Layers, 100% Cotton Inner Layer - Cloth Reusable with Filter Pocket - Made in USA - (Black Flamingo)",Safety Mask,Safety Mask Black Flamingo,"['Reusability:Reusable', 'Closure type:Adjustable Ear Loops & Nose Wire', 'Layer:Filter Pocket', 'Material:100% Cotton', 'Mask type:Cloth', 'Country:Made in USA']"
"Blitzby Upgraded clear Breathable Adult Mouth Shield, Face Protection & Washable Clear Face Covering, Reusable Bandanas face scarf (1 pack)",Safety Mask,Safety Mask Blitzby Clear Bandanas face scarf 1 pack,"['Specialty:Breathable', 'Age range:Adult', 'Reusability:Reusable']"
Coolha Cotton Mouth Cover Party Fashion Anime Cartoon Women Men Costume mask (001),Safety Mask,Safety Mask Coolha Costume mask Anime Cartoon Men,['Material:Cotton']
Pink Princess Wedding Face Mask for Women - 100% Cotton Lining Face Cover - Made in USA (Adult White Lace),Safety Mask,Safety Mask,"['Brand:Pink Princess', 'Color:White', 'Gender:Women', 'Material:Lace', 'Country:Made in USA', 'Age range:Adult']"
"BAIANDA Reusable Half Face Mask Respirator with Filters, for Painting, Sanding, Welding, Fiberglass and Other Work Protection, Model FC1201F, Medium",Safety Mask,Safety Mask BAIANDA Model FC1201F,"['Reusability:Reusable', 'Size:Medium']"
Snoozies 3-Layer Washable Face Mask w Filters & Nose Bridge - Black Bandana,Safety Mask,Safety Mask Snoozies Filters Black Bandana,"['Reusability:Washable', 'Closure type:Nose Bridge']"
ililily Black Cotton Washable Nose Wired Face Mask Filter Pocket Wide Cover With Filter (Black),Safety Mask,Safety Mask Filter Pocket Wide Cover With Filter,"['Brand:ililily', 'Color:Black', 'Material:Cotton', 'Reusability:Washable', 'Closure type:Nose Wired']"
"Vera Bradley unisex adult 3-pack Double-layer Cotton Face With Filter Pocket Mask, Black/Impressionista/Blue Star Medallion, One Size US",Safety Mask,Safety Mask unisex Black/Impressionista/Blue Star Medallion,"['Net content:3-pack', 'Layer:Filter Pocket', 'Material:Cotton', 'Size:One Size', 'Country:US']"
9 Pack Face Mask-Cloth Face Mask with Reusable Washable Adjustable Ear Loops,Safety Mask,Safety Mask 9 Pack Adjustable Ear Loops,"['Mask type:Cloth', 'Reusability:Washable']"
"50 PCS Blue Face Masks, Non Woven Thick 3-Layers Breathable Facial Masks with Adjustable Earloop, Mouth and Nose Cover",Safety Mask,Safety Mask 50 PCS Non Woven Thick 3-Layers Adjustable Earloop Mouth and Nose Cover,"['Color:Blue', 'Specialty:Breathable']"
"EnerPlex Youth/Adult 3-Ply Face Mask Medium, Comfortable and Breathable Non-Surgical Safety Mask, Machine Washable, Reusable Masks (3-Pack) - White",Safety Mask,Safety Mask EnerPlex Non-Surgical Safety,"['Age range:Youth/Adult', 'Layer:3-Ply', 'Size:Medium', 'Specialty:Comfortable and Breathable', 'Reusability:Reusable Masks', 'Net content:3-Pack', 'Color:White']"
DIOLV 50 Pcs Disposable Face Mask 3 Layer Protective Masks Pink,Safety Mask,Safety Mask DIOLV,"['Net content:50 Pcs', 'Reusability:Disposable', 'Layer:3 Layer', 'Mask type:Protective', 'Color:Pink']"
"Assacalynn Disposable Fashion Mask 50pcs, Printed Lace Face Mask for Lady Women, 3 Layer Masks for Women",Safety Mask,Safety Mask Assacalynn Printed Lace,"['Reusability:Disposable', 'Mask type:Fashion', 'Net content:50pcs', 'Gender:Women', 'Layer:3 Layer']"
"Kids Face Mask 2-Pack | Anti-Microbial, Reusable, Cloth, Adjustable | The Revival Kids Mask by coRevival (Donuts, Tie-Dye)",Safety Mask,"Safety Mask The Revival Kids Mask by coRevival Donuts, Tie-Dye","['Age range:Kids', 'Net content:2-Pack', 'Mask type:Cloth', 'Reusability:Reusable', 'Closure type:Adjustable']"
